exercise_id,external_id,name,category,existing_movement_pattern,proposed_movement_pattern,existing_primary_muscles,existing_secondary_muscles,primary_muscles,secondary_muscles,involved_muscles,unmapped_muscle_labels,proposed_volume_credits,volume_policy,primary_assignment,equipment,laterality,measurement_type,exercise_kind,fatigue_cost,skill_demand,program_roles,default_rep_min,default_rep_max,warmup_eligible,power_eligible,ramp_eligible,cooldown_eligible,review_required,review_reason,confidence,provenance,demand_notes
master:173,173,Kettlebell Deadlift,Compound,hinge,hinge,glutes,,glutes,hamstrings; quads,glutes; hamstrings; quads,Back,glutes:1; hamstrings:0.5,strength_hypertrophy,assigned,Kettlebell,bilateral,reps,compound,high,medium,primary; secondary,5,10,false,false,true,false,false,,medium,builtiq_master | master_movement=Hinge | quality_pass_BIQ-0212 | review_only_not_applied,"compound hinge; high fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits glutes:1, hamstrings:0.5"
master:172,172,Kettlebell Goblet Squat,Compound,squat,squat,quads,,quads,glutes; abs,quads; glutes; abs,,quads:1; glutes:0.5,strength_hypertrophy,assigned,Kettlebell,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Squat | quality_pass_BIQ-0212 | review_only_not_applied,"compound squat; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits quads:1, glutes:0.5"
master:175,175,Kettlebell Press,Compound,vertical_push,vertical_push,side_delts,,front_delts,triceps; abs,front_delts; triceps; abs,,front_delts:1; triceps:0.5,strength_hypertrophy,assigned,Kettlebell,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Vertical Push | quality_pass_BIQ-0212 | review_only_not_applied,"compound vertical push; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits front_delts:1, triceps:0.5"
master:176,176,Kettlebell Snatch,Power,hinge,olympic,side_delts,,,glutes; hamstrings; abs,glutes; hamstrings; abs,,,zero_non_hypertrophy,none_intentional,Kettlebell,bilateral,reps,compound,high,high,power; secondary; accessory,1,5,false,true,true,false,false,,high,builtiq_master | master_movement=Hinge/Power | quality_pass_BIQ-0212 | review_only_not_applied,compound olympic; high fatigue; high skill; bilateral; reps measurement; volume policy zero_non_hypertrophy; no hypertrophy primary by design; zero hypertrophy volume credit
master:113,113,Kettlebell Swing,Power,hinge,hinge,glutes,,glutes,hamstrings; abs,glutes; hamstrings; abs,Back,glutes:1; hamstrings:0.5,strength_hypertrophy,assigned,Kettlebell,bilateral,reps,compound,medium,medium,power; secondary; accessory,1,5,false,true,true,false,false,,medium,builtiq_master | master_movement=Hinge | quality_pass_BIQ-0212 | review_only_not_applied,"compound hinge; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits glutes:1, hamstrings:0.5"
master:134,134,Knee-to-Wall Ankle Mobilization,Mobility,rotation,other,,,,calves,calves,,,zero_non_hypertrophy,none_intentional,Bodyweight,bilateral,reps,isolation,low,low,warmup; isolation; accessory,1,8,true,false,false,true,false,,high,builtiq_master | master_movement=Ankle Mobility | quality_pass_BIQ-0212 | review_only_not_applied,isolation other; low fatigue; low skill; bilateral; reps measurement; volume policy zero_non_hypertrophy; no hypertrophy primary by design; zero hypertrophy volume credit
master:167,167,Landmine Press,Compound,horizontal_push,horizontal_push,side_delts,,chest,front_delts; triceps,chest; front_delts; triceps,,chest:1; front_delts:0.5; triceps:0.5,strength_hypertrophy,assigned,Landmine,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Diagonal Push | quality_pass_BIQ-0212 | review_only_not_applied,"Diagonal landmine press. Chest is the hypertrophy primary; not left unmapped from a ""shoulders"" label.; compound horizontal push; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits chest:1, front_delts:0.5, triceps:0.5"
master:170,170,Landmine Romanian Deadlift,Compound,hinge,hinge,hamstrings,,hamstrings,glutes,hamstrings; glutes,Back,hamstrings:1; glutes:0.5,strength_hypertrophy,assigned,Landmine,bilateral,reps,compound,high,medium,primary; secondary,5,10,false,false,true,false,false,,medium,builtiq_master | master_movement=Hinge | quality_pass_BIQ-0212 | review_only_not_applied,"compound hinge; high fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits hamstrings:1, glutes:0.5"
master:171,171,Landmine Rotation,Core,rotation,other,obliques,,obliques,abs,obliques; abs,,obliques:1,strength_hypertrophy,assigned,Landmine,bilateral,reps,isolation,low,medium,isolation; accessory,8,15,false,false,false,false,false,,high,builtiq_master | master_movement=Rotation | quality_pass_BIQ-0212 | review_only_not_applied,isolation other; low fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits obliques:1
master:16,16,Landmine Row,Compound,horizontal_pull,horizontal_pull,,,upper_back,lats; biceps; rear_delts,upper_back; lats; biceps; rear_delts,,upper_back:1; biceps:0.5,strength_hypertrophy,assigned,Landmine,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Horizontal Pull | quality_pass_BIQ-0212 | review_only_not_applied,"compound horizontal pull; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits upper_back:1, biceps:0.5"
master:169,169,Landmine Squat,Compound,squat,squat,quads,,quads,glutes; abs,quads; glutes; abs,,quads:1; glutes:0.5,strength_hypertrophy,assigned,Landmine,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Squat | quality_pass_BIQ-0212 | review_only_not_applied,"compound squat; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits quads:1, glutes:0.5"
master:20,20,Lat Pulldown,Compound,vertical_pull,vertical_pull,lats,,lats,biceps; upper_back,lats; biceps; upper_back,,lats:1; biceps:0.5,strength_hypertrophy,assigned,Cable,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Vertical Pull | quality_pass_BIQ-0212 | review_only_not_applied,"compound vertical pull; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits lats:1, biceps:0.5"
master:228,228,Lat Stretch,Mobility,rotation,other,lats,,,lats,lats,,,zero_non_hypertrophy,none_intentional,Bodyweight,bilateral,reps,isolation,low,low,warmup; isolation; accessory,1,8,true,false,false,true,false,,high,builtiq_master | master_movement=Shoulder Flexion Mobility | quality_pass_BIQ-0212 | review_only_not_applied,isolation other; low fatigue; low skill; bilateral; reps measurement; volume policy zero_non_hypertrophy; no hypertrophy primary by design; zero hypertrophy volume credit
master:117,117,Lateral Bound,Plyometric,squat,jump,glutes,,,glutes; quads; adductors; calves,glutes; quads; adductors; calves,,,zero_non_hypertrophy,none_intentional,Bodyweight,bilateral,reps,compound,medium,medium,power; secondary; accessory,1,5,false,true,false,false,false,,high,builtiq_master | master_movement=Lateral Jump | quality_pass_BIQ-0212 | review_only_not_applied,compound jump; medium fatigue; medium skill; bilateral; reps measurement; volume policy zero_non_hypertrophy; no hypertrophy primary by design; zero hypertrophy volume credit
master:65,65,Lateral Lunge,Unilateral,squat,lunge,adductors,,adductors,quads; glutes,adductors; quads; glutes,,adductors:1; glutes:0.5,strength_hypertrophy,assigned,Bodyweight,unilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Lateral Lunge | quality_pass_BIQ-0212 | review_only_not_applied,"compound lunge; medium fatigue; medium skill; unilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits adductors:1, glutes:0.5"
master:32,32,Lateral Raise,Isolation,other,shoulder_abduction,side_delts,,side_delts,upper_back,side_delts; upper_back,,side_delts:1,strength_hypertrophy,assigned,Dumbbell,bilateral,reps,isolation,low,low,isolation; accessory,8,15,false,false,false,false,false,,high,builtiq_master | master_movement=Shoulder Abduction | quality_pass_BIQ-0212 | review_only_not_applied,isolation shoulder abduction; low fatigue; low skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits side_delts:1
master:202,202,Lateral Step-Up,Unilateral,squat,lunge,glutes,,glutes,quads; adductors,glutes; quads; adductors,,glutes:1; quads:0.5,strength_hypertrophy,assigned,Bodyweight,unilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Step | quality_pass_BIQ-0212 | review_only_not_applied,"compound lunge; medium fatigue; medium skill; unilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits glutes:1, quads:0.5"
master:82,82,Leg Curl,Isolation,other,knee_flexion,hamstrings,,hamstrings,calves,hamstrings; calves,,hamstrings:1,strength_hypertrophy,assigned,Machine,bilateral,reps,isolation,low,low,isolation; accessory,8,15,false,false,false,false,false,,high,builtiq_master | master_movement=Knee Flexion | quality_pass_BIQ-0212 | review_only_not_applied,isolation knee flexion; low fatigue; low skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits hamstrings:1
master:68,68,Leg Extension,Isolation,other,other,quads,,quads,,quads,,quads:1,strength_hypertrophy,assigned,Machine,bilateral,reps,isolation,low,medium,isolation; accessory,8,15,false,false,false,false,false,,high,builtiq_master | master_movement=Knee Extension | quality_pass_BIQ-0212 | review_only_not_applied,isolation other; low fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits quads:1
master:58,58,Leg Press,Compound,squat,squat,quads,,quads,glutes; adductors,quads; glutes; adductors,,quads:1; glutes:0.5,strength_hypertrophy,assigned,Machine,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Squat | quality_pass_BIQ-0212 | review_only_not_applied,"compound squat; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits quads:1, glutes:0.5"
master:19,19,Low Row,Compound,horizontal_pull,horizontal_pull,lats,,lats,upper_back; biceps,lats; upper_back; biceps,,lats:1; upper_back:0.5; biceps:0.5,strength_hypertrophy,assigned,Cable,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Horizontal Pull | quality_pass_BIQ-0212 | review_only_not_applied,"compound horizontal pull; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits lats:1, upper_back:0.5, biceps:0.5"
master:62,62,Lunge,Unilateral,squat,lunge,quads,,quads,glutes; adductors,quads; glutes; adductors,,quads:1; glutes:0.5,strength_hypertrophy,assigned,Dumbbell,unilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Lunge | quality_pass_BIQ-0212 | review_only_not_applied,"compound lunge; medium fatigue; medium skill; unilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits quads:1, glutes:0.5"
master:140,140,Machine Chest Press,Compound,horizontal_push,horizontal_push,chest,,chest,triceps; front_delts,chest; triceps; front_delts,,chest:1; triceps:0.5; front_delts:0.5,strength_hypertrophy,assigned,Machine,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Horizontal Push | quality_pass_BIQ-0212 | review_only_not_applied,"compound horizontal push; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits chest:1, triceps:0.5, front_delts:0.5"
master:143,143,Machine Pulldown,Compound,vertical_pull,vertical_pull,lats,,lats,biceps; upper_back,lats; biceps; upper_back,,lats:1; biceps:0.5,strength_hypertrophy,assigned,Machine,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Vertical Pull | quality_pass_BIQ-0212 | review_only_not_applied,"compound vertical pull; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits lats:1, biceps:0.5"
master:142,142,Machine Row,Compound,horizontal_pull,horizontal_pull,,,upper_back,lats; biceps,upper_back; lats; biceps,,upper_back:1; biceps:0.5,strength_hypertrophy,assigned,Machine,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Horizontal Pull | quality_pass_BIQ-0212 | review_only_not_applied,"compound horizontal pull; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits upper_back:1, biceps:0.5"
master:141,141,Machine Shoulder Press,Compound,vertical_push,vertical_push,side_delts,,front_delts,triceps,front_delts; triceps,,front_delts:1; triceps:0.5,strength_hypertrophy,assigned,Machine,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Vertical Push | quality_pass_BIQ-0212 | review_only_not_applied,"compound vertical push; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits front_delts:1, triceps:0.5"
master:189,189,Meadows Row,Unilateral,horizontal_pull,horizontal_pull,lats,,lats,upper_back; biceps; rear_delts,lats; upper_back; biceps; rear_delts,,lats:1; upper_back:0.5; biceps:0.5,strength_hypertrophy,assigned,Landmine,unilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Horizontal Pull | quality_pass_BIQ-0212 | review_only_not_applied,"compound horizontal pull; medium fatigue; medium skill; unilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits lats:1, upper_back:0.5, biceps:0.5"
master:119,119,Medicine Ball Chest Pass,Power,horizontal_push,throw,chest,,chest,triceps; abs,chest; triceps; abs,,,zero_non_hypertrophy,assigned,Medicine Ball,bilateral,reps,compound,medium,medium,power; secondary; accessory,1,5,false,true,false,false,false,,high,builtiq_master | master_movement=Horizontal Throw | quality_pass_BIQ-0212 | review_only_not_applied,compound throw; medium fatigue; medium skill; bilateral; reps measurement; volume policy zero_non_hypertrophy; zero hypertrophy volume credit
master:121,121,Medicine Ball Rotational Throw,Power,rotation,throw,obliques,,obliques,glutes,obliques; glutes,,,zero_non_hypertrophy,assigned,Medicine Ball,bilateral,reps,compound,medium,medium,power; secondary; accessory,1,5,false,true,false,false,false,,high,builtiq_master | master_movement=Rotational Throw | quality_pass_BIQ-0212 | review_only_not_applied,compound throw; medium fatigue; medium skill; bilateral; reps measurement; volume policy zero_non_hypertrophy; zero hypertrophy volume credit
master:120,120,Medicine Ball Slam,Power,horizontal_push,throw,lats,,lats,abs; triceps,lats; abs; triceps,,,zero_non_hypertrophy,assigned,Medicine Ball,bilateral,reps,compound,medium,medium,power; secondary; accessory,1,5,false,true,false,false,false,,high,builtiq_master | master_movement=Overhead Throw | quality_pass_BIQ-0212 | review_only_not_applied,compound throw; medium fatigue; medium skill; bilateral; reps measurement; volume policy zero_non_hypertrophy; zero hypertrophy volume credit
master:107,107,Mountain Climber,Conditioning,other,other,abs,,,abs; hip_flexors,abs; hip_flexors,,,zero_non_hypertrophy,none_intentional,Bodyweight,bilateral,reps,isolation,low,medium,accessory,8,15,false,false,false,false,false,,high,builtiq_master | master_movement=Dynamic Core | quality_pass_BIQ-0212 | review_only_not_applied,isolation other; low fatigue; medium skill; bilateral; reps measurement; volume policy zero_non_hypertrophy; no hypertrophy primary by design; zero hypertrophy volume credit
master:234,234,Neck Isometric,Isometric,other,other,,,neck,upper_back,neck; upper_back,Neck,,zero_non_hypertrophy,assigned,Bodyweight,bilateral,time,isolation,low,low,warmup; isolation; accessory,20,45,true,false,false,false,false,,medium,builtiq_master | master_movement=Neck Stability | quality_pass_BIQ-0212 | review_only_not_applied,Neck stability isometric. neck is an extended muscle id; zero hypertrophy working-set credit.; isolation other; low fatigue; low skill; bilateral; time measurement; volume policy zero_non_hypertrophy; zero hypertrophy volume credit
master:83,83,Nordic Hamstring Curl,Bodyweight,other,knee_flexion,hamstrings,,hamstrings,glutes; calves,hamstrings; glutes; calves,,hamstrings:1,strength_hypertrophy,assigned,Bodyweight,bilateral,reps,isolation,high,medium,isolation; accessory,3,6,false,false,false,false,false,,high,builtiq_master | master_movement=Knee Flexion | quality_pass_BIQ-0212 | review_only_not_applied,High-cost eccentric knee flexion. Not a machine/cable leg-curl fatigue analog.; isolation knee flexion; high fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits hamstrings:1
master:14,14,One-Arm Row,Compound,horizontal_pull,horizontal_pull,lats,,lats,upper_back; rear_delts; biceps,lats; upper_back; rear_delts; biceps,,lats:1; upper_back:0.5; biceps:0.5,strength_hypertrophy,assigned,Dumbbell,unilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Horizontal Pull | quality_pass_BIQ-0212 | review_only_not_applied,"compound horizontal pull; medium fatigue; medium skill; unilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits lats:1, upper_back:0.5, biceps:0.5"
master:112,112,Overhead Carry,Carry,carry,carry,side_delts,,,side_delts; front_delts; abs; obliques; upper_back,side_delts; front_delts; abs; obliques; upper_back,,,zero_non_hypertrophy,none_intentional,Dumbbell,unilateral,distance,compound,medium,medium,accessory,20,40,false,false,false,false,true,laterality_implementation_ambiguous_single_vs_double_arm,review,builtiq_master | master_movement=Carry | quality_pass_BIQ-0212 | review_only_not_applied,Typically one-arm kettlebell overhead carry; confirm if programmed two-arm.; compound carry; medium fatigue; medium skill; unilateral; distance measurement; volume policy zero_non_hypertrophy; no hypertrophy primary by design; zero hypertrophy volume credit
master:29,29,Overhead Press,Compound,vertical_push,vertical_push,side_delts,,front_delts,triceps; side_delts,front_delts; triceps; side_delts,,front_delts:1; triceps:0.5,strength_hypertrophy,assigned,Dumbbell,bilateral,reps,compound,high,medium,primary; secondary,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Vertical Push | quality_pass_BIQ-0212 | review_only_not_applied,"Chest may assist slightly but receives no hypertrophy volume credit.; compound vertical push; high fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits front_delts:1, triceps:0.5"
master:49,49,Overhead Triceps Extension,Isolation,other,other,triceps,,triceps,,triceps,,triceps:1,strength_hypertrophy,assigned,Dumbbell,bilateral,reps,isolation,low,medium,isolation; accessory,8,15,false,false,false,false,false,,high,builtiq_master | master_movement=Elbow Extension | quality_pass_BIQ-0212 | review_only_not_applied,isolation other; low fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits triceps:1
master:98,98,Pallof Press,Core Control,rotation,core_anti_rotation,abs,,abs,obliques,abs; obliques,,abs:1,core,assigned,Cable,unilateral,reps,isolation,low,low,isolation; accessory,8,15,false,false,false,false,false,,high,builtiq_master | master_movement=Anti-Rotation | quality_pass_BIQ-0212 | review_only_not_applied,isolation core anti rotation; low fatigue; low skill; unilateral; reps measurement; volume policy core; hypertrophy credits abs:1
master:199,199,Pause Squat,Compound,squat,squat,quads,,quads,glutes; abs,quads; glutes; abs,,quads:1; glutes:0.5,strength_hypertrophy,assigned,Barbell,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Squat | quality_pass_BIQ-0212 | review_only_not_applied,"compound squat; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits quads:1, glutes:0.5"
master:144,144,Pec Deck,Isolation,other,other,chest,,chest,front_delts,chest; front_delts,,chest:1,strength_hypertrophy,assigned,Machine,bilateral,reps,isolation,low,medium,isolation; accessory,8,15,false,false,false,false,false,,high,builtiq_master | master_movement=Horizontal Adduction | quality_pass_BIQ-0212 | review_only_not_applied,isolation other; low fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits chest:1
master:191,191,Pendlay Row,Compound,horizontal_pull,horizontal_pull,,,upper_back,lats; biceps; spinal_erectors,upper_back; lats; biceps; spinal_erectors,,upper_back:1; biceps:0.5,strength_hypertrophy,assigned,Barbell,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Horizontal Pull | quality_pass_BIQ-0212 | review_only_not_applied,"compound horizontal pull; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits upper_back:1, biceps:0.5"
master:148,148,Pendulum Squat,Compound,squat,squat,quads,,quads,glutes,quads; glutes,,quads:1; glutes:0.5,strength_hypertrophy,assigned,Machine,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Squat | quality_pass_BIQ-0212 | review_only_not_applied,"compound squat; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits quads:1, glutes:0.5"
master:187,187,Pike Push-Up,Bodyweight,vertical_push,horizontal_push,side_delts,,chest,triceps,chest; triceps,,chest:1; triceps:0.5; front_delts:0.5,strength_hypertrophy,assigned,Bodyweight,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Vertical Push | quality_pass_BIQ-0212 | review_only_not_applied,"compound horizontal push; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits chest:1, triceps:0.5, front_delts:0.5"
master:94,94,Plank,Isometric,other,core_anti_extension,abs,,abs,glutes,abs; glutes,,abs:1,core,assigned,Bodyweight,bilateral,time,isolation,low,low,isolation; accessory,20,60,false,false,false,false,false,,high,builtiq_master | master_movement=Anti-Extension | quality_pass_BIQ-0212 | review_only_not_applied,isolation core anti extension; low fatigue; low skill; bilateral; time measurement; volume policy core; hypertrophy credits abs:1
master:220,220,Plank Shoulder Tap,Core,rotation,core_anti_rotation,abs,,abs,obliques,abs; obliques,,abs:1,core,assigned,Bodyweight,alternating,time,isolation,low,low,isolation; accessory,20,40,false,false,false,false,false,,high,builtiq_master | master_movement=Anti-Rotation | quality_pass_BIQ-0212 | review_only_not_applied,isolation core anti rotation; low fatigue; low skill; alternating; time measurement; volume policy core; hypertrophy credits abs:1
master:254,254,Plate Front Raise,Isolation,other,other,front_delts,,front_delts,,front_delts,,front_delts:1,strength_hypertrophy,assigned,Plate,bilateral,reps,isolation,low,low,isolation; accessory,8,15,false,false,false,false,false,,high,builtiq_master | master_movement=Shoulder Flexion | quality_pass_BIQ-0212 | review_only_not_applied,isolation other; low fatigue; low skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits front_delts:1
master:118,118,Pogo Jump,Plyometric,squat,jump,calves,,calves,quads,calves; quads,,,zero_non_hypertrophy,assigned,Bodyweight,bilateral,reps,compound,medium,medium,power,4,8,false,true,false,false,false,,high,builtiq_master | master_movement=Reactive Jump | quality_pass_BIQ-0212 | review_only_not_applied,Reactive plyometric jump. Not squat-pattern strength work.; compound jump; medium fatigue; medium skill; bilateral; reps measurement; volume policy zero_non_hypertrophy; zero hypertrophy volume credit
master:249,249,Power Clean,Power,hinge,olympic,,,,glutes; quads; hamstrings; upper_back; front_delts,glutes; quads; hamstrings; upper_back; front_delts,,,zero_non_hypertrophy,none_intentional,Barbell,bilateral,reps,compound,high,high,power,1,3,false,true,true,false,false,,high,builtiq_master | master_movement=Hinge/Power | quality_pass_BIQ-0212 | review_only_not_applied,Olympic/power lift. High technical and systemic demand; zero hypertrophy set credit.; compound olympic; high fatigue; high skill; bilateral; reps measurement; volume policy zero_non_hypertrophy; no hypertrophy primary by design; zero hypertrophy volume credit
master:258,258,Power Snatch,Power,hinge,olympic,,,,glutes; quads; hamstrings; upper_back,glutes; quads; hamstrings; upper_back,,,zero_non_hypertrophy,none_intentional,Barbell,bilateral,reps,compound,high,high,power; secondary; accessory,1,5,false,true,true,false,false,,high,builtiq_master | master_movement=Hinge/Power | quality_pass_BIQ-0212 | review_only_not_applied,compound olympic; high fatigue; high skill; bilateral; reps measurement; volume policy zero_non_hypertrophy; no hypertrophy primary by design; zero hypertrophy volume credit
master:41,41,Preacher Curl,Isolation,other,elbow_flexion,biceps,,biceps,,biceps,,biceps:1,strength_hypertrophy,assigned,EZ-Bar,bilateral,reps,isolation,low,low,isolation; accessory,8,15,false,false,false,false,false,,high,builtiq_master | master_movement=Elbow Flexion | quality_pass_BIQ-0212 | review_only_not_applied,isolation elbow flexion; low fatigue; low skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits biceps:1
master:79,79,Pull-Through,Accessory,hinge,hinge,glutes,,glutes,hamstrings,glutes; hamstrings,,glutes:1; hamstrings:0.5,strength_hypertrophy,assigned,Cable,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Hinge | quality_pass_BIQ-0212 | review_only_not_applied,"compound hinge; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits glutes:1, hamstrings:0.5"
master:23,23,Pull-Up,Compound,vertical_pull,vertical_pull,lats,,lats,biceps; upper_back; abs,lats; biceps; upper_back; abs,,lats:1; biceps:0.5,strength_hypertrophy,assigned,Bodyweight,bilateral,reps,compound,high,medium,primary; secondary,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Vertical Pull | quality_pass_BIQ-0212 | review_only_not_applied,"compound vertical pull; high fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits lats:1, biceps:0.5"
master:252,252,Pull-Up Work,Compound,vertical_pull,vertical_pull,lats,,lats,biceps; upper_back,lats; biceps; upper_back,,lats:1; biceps:0.5,strength_hypertrophy,assigned,Bodyweight,bilateral,reps,compound,high,medium,primary; secondary,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Vertical Pull | quality_pass_BIQ-0212 | review_only_not_applied,"compound vertical pull; high fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits lats:1, biceps:0.5"
master:11,11,Pullover,Accessory,other,other,lats,,lats,chest; serratus; triceps,lats; chest; serratus; triceps,,lats:1,strength_hypertrophy,assigned,Dumbbell,bilateral,reps,isolation,low,medium,isolation; accessory,8,15,false,false,false,false,false,,high,builtiq_master | master_movement=Shoulder Extension | quality_pass_BIQ-0212 | review_only_not_applied,isolation other; low fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits lats:1
master:259,259,Push Jerk,Power,vertical_push,olympic,side_delts,,,front_delts; triceps; quads; glutes,front_delts; triceps; quads; glutes,,,zero_non_hypertrophy,none_intentional,Barbell,bilateral,reps,compound,high,high,power,1,3,false,true,true,false,false,,high,builtiq_master | master_movement=Vertical Push | quality_pass_BIQ-0212 | review_only_not_applied,Olympic/power lift. High technical and systemic demand; zero hypertrophy set credit.; compound olympic; high fatigue; high skill; bilateral; reps measurement; volume policy zero_non_hypertrophy; no hypertrophy primary by design; zero hypertrophy volume credit
master:31,31,Push Press,Power,vertical_push,power,side_delts,,front_delts,triceps; quads; glutes; side_delts,front_delts; triceps; quads; glutes; side_delts,,front_delts:0.5,power_reduced,assigned,Barbell,bilateral,reps,compound,high,medium,power; secondary,2,5,false,true,true,false,false,,high,builtiq_master | master_movement=Vertical Push | quality_pass_BIQ-0212 | review_only_not_applied,Explosive press. High systemic cost; reduced hypertrophy credit.; compound power; high fatigue; medium skill; bilateral; reps measurement; volume policy power_reduced; hypertrophy credits front_delts:0.5
