id,name,external_source,external_id,exercise_type,category,muscle_group,equipment,movement_pattern,instructions,thumbnail_url,gif_url,media_url,is_system,is_archived
1672,dumbbell one arm zottman preacher curl,exercisedb,1672,upper arms,upper arms,forearms,dumbbell,,"Sit on a preacher curl bench and hold a dumbbell in one hand with an underhand grip. Rest your upper arm on the preacher bench pad, allowing your arm to fully extend. Curl the dumbbell up towards your shoulder, keeping your upper arm stationary. At the top of the curl, rotate your wrist so that your palm faces up. Slowly lower the dumbbell back down to the starting position, rotating your wrist back to the starting position. Repeat for the desired number of repetitions, then switch arms.",images/1672-sxY5Biu.jpg,videos/1672-sxY5Biu.gif,videos/1672-sxY5Biu.gif,true,false
1292,dumbbell one leg fly on exercise ball,exercisedb,1292,chest,chest,shoulders,dumbbell,,"Sit on an exercise ball with a dumbbell in each hand, palms facing each other. Place one foot on the ground and extend the other leg straight out in front of you. Lean forward slightly and bring your arms out to the sides, keeping a slight bend in your elbows. Slowly lower the dumbbells down and out to the sides, feeling a stretch in your chest. Pause for a moment at the bottom, then squeeze your chest muscles to bring the dumbbells back up to the starting position. Repeat for the desired number of repetitions, then switch legs and repeat.",images/1292-pH2x2jj.jpg,videos/1292-pH2x2jj.gif,videos/1292-pH2x2jj.gif,true,false
0365,dumbbell over bench neutral wrist curl,exercisedb,0365,upper arms,upper arms,forearms,dumbbell,,"Sit on a bench with your feet flat on the ground and hold a dumbbell in each hand, palms facing up. Rest your forearms on the bench, allowing your wrists to hang off the edge. Keeping your upper arms stationary, exhale and curl the dumbbells up towards your shoulders. Pause for a moment at the top, then inhale and slowly lower the dumbbells back down to the starting position. Repeat for the desired number of repetitions.",images/0365-BKa8dmT.jpg,videos/0365-BKa8dmT.gif,videos/0365-BKa8dmT.gif,true,false
0366,dumbbell over bench one arm neutral wrist curl,exercisedb,0366,upper arms,upper arms,forearms,dumbbell,,"Sit on a bench with a dumbbell in one hand and your arm extended over the bench, palm facing up. Keep your upper arm stationary and curl the dumbbell towards your shoulder, keeping your wrist in a neutral position. Pause for a moment at the top, then slowly lower the dumbbell back to the starting position. Repeat for the desired number of repetitions, then switch arms.",images/0366-IvV6C9M.jpg,videos/0366-IvV6C9M.gif,videos/0366-IvV6C9M.gif,true,false
1441,dumbbell over bench one arm reverse wrist curl,exercisedb,1441,lower arms,lower arms,biceps,dumbbell,,"Sit on a bench with your feet flat on the ground and hold a dumbbell in one hand, palm facing down. Rest your forearm on the bench with your wrist hanging off the edge. Slowly curl your wrist upwards, bringing the dumbbell towards your forearm. Pause for a moment at the top, then slowly lower the dumbbell back down to the starting position. Repeat for the desired number of repetitions, then switch to the other arm.",images/1441-4Jc36XM.jpg,videos/1441-4Jc36XM.gif,videos/1441-4Jc36XM.gif,true,false
0367,dumbbell over bench one arm wrist curl,exercisedb,0367,lower arms,lower arms,biceps,dumbbell,,"Sit on a bench with your feet flat on the ground and hold a dumbbell in one hand, palm facing down. Rest your forearm on the bench with your wrist hanging off the edge. Slowly curl your wrist upwards, bringing the dumbbell towards your forearm. Pause for a moment at the top, then slowly lower the dumbbell back down to the starting position. Repeat for the desired number of repetitions, then switch to the other arm.",images/0367-KI1DjNN.jpg,videos/0367-KI1DjNN.gif,videos/0367-KI1DjNN.gif,true,false
0368,dumbbell over bench revers wrist curl,exercisedb,0368,lower arms,lower arms,biceps,dumbbell,,"Sit on a bench with your feet flat on the ground and hold a dumbbell in each hand, palms facing down. Rest your forearms on the bench, allowing your wrists to hang off the edge. Slowly curl your wrists upward, bringing the dumbbells towards your body. Pause for a moment at the top, then slowly lower the dumbbells back down to the starting position. Repeat for the desired number of repetitions.",images/0368-3tAXPQ6.jpg,videos/0368-3tAXPQ6.gif,videos/0368-3tAXPQ6.gif,true,false
0369,dumbbell over bench wrist curl,exercisedb,0369,lower arms,lower arms,biceps,dumbbell,,"Sit on a bench with your forearms resting on the bench and your palms facing up, holding a dumbbell in each hand. Allow your wrists to hang over the edge of the bench. Slowly curl your wrists upward, squeezing your forearms at the top of the movement. Pause for a moment, then slowly lower your wrists back down to the starting position. Repeat for the desired number of repetitions.",images/0369-D1xYJAU.jpg,videos/0369-D1xYJAU.gif,videos/0369-D1xYJAU.gif,true,false
1329,dumbbell palm rotational bent over row,exercisedb,1329,back,back,biceps,dumbbell,,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand with an overhand grip. Bend forward at the hips, keeping your back straight and your knees slightly bent. Let your arms hang straight down, palms facing your body. Engage your core and pull the dumbbells up towards your chest, keeping your elbows close to your body. As you pull the dumbbells up, rotate your palms so they face away from your body. Squeeze your shoulder blades together at the top of the movement. Slowly lower the dumbbells back down to the starting position, rotating your palms back to the starting position. Repeat for the desired number of repetitions.",images/1329-wt6rwjk.jpg,videos/1329-wt6rwjk.gif,videos/1329-wt6rwjk.gif,true,false
1623,dumbbell palms in incline bench press,exercisedb,1623,upper arms,upper arms,chest,dumbbell,,"Set up an incline bench at a 45-degree angle. Sit on the bench with your back against the backrest and feet flat on the ground. Hold a dumbbell in each hand with an overhand grip, palms facing inwards. Extend your arms straight up above your chest, keeping a slight bend in your elbows. Lower the dumbbells slowly towards your shoulders, keeping your elbows close to your body. Pause for a moment at the bottom, then press the dumbbells back up to the starting position. Repeat for the desired number of repetitions.",images/1623-8eqjhOl.jpg,videos/1623-8eqjhOl.gif,videos/1623-8eqjhOl.gif,true,false
0370,dumbbell peacher hammer curl,exercisedb,0370,upper arms,upper arms,forearms,dumbbell,,"Stand up straight with a dumbbell in each hand, palms facing your torso. Keep your elbows close to your torso and rotate the palms of your hands until they are facing forward. This will be your starting position. Now, keeping the upper arms stationary, exhale and curl the weights while contracting your biceps. Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a brief pause as you squeeze your biceps. Then, inhale and slowly begin to lower the dumbbells back to the starting position. Repeat for the recommended amount of repetitions.",images/0370-F1KxjBa.jpg,videos/0370-F1KxjBa.gif,videos/0370-F1KxjBa.gif,true,false
0371,dumbbell plyo squat,exercisedb,0371,upper legs,upper legs,quadriceps,dumbbell,,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand at your sides. Lower your body into a squat position by bending your knees and pushing your hips back. As you reach the bottom of the squat, explode upward, jumping off the ground. While in the air, quickly switch the position of your feet, landing with your opposite foot forward. Immediately lower your body back into a squat position and repeat the jump, switching your feet again. Continue alternating the position of your feet with each jump for the desired number of repetitions.",images/0371-S4pwGlc.jpg,videos/0371-S4pwGlc.gif,videos/0371-S4pwGlc.gif,true,false
0372,dumbbell preacher curl,exercisedb,0372,upper arms,upper arms,forearms,dumbbell,,"Sit on a preacher curl bench with your upper arms resting on the pad and your chest against it. Hold a dumbbell in each hand with your palms facing up and your arms fully extended. Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a brief pause as you squeeze your biceps. Inhale and slowly begin to lower the dumbbells back to the starting position. Repeat for the desired number of repetitions.",images/0372-jivWf8n.jpg,videos/0372-jivWf8n.gif,videos/0372-jivWf8n.gif,true,false
1673,dumbbell preacher curl over exercise ball,exercisedb,1673,upper arms,upper arms,forearms,dumbbell,,"Sit on an exercise ball with your feet flat on the ground and your back straight. Hold a dumbbell in one hand with an underhand grip, resting your elbow on the exercise ball. Keeping your upper arm stationary, exhale and curl the dumbbell up towards your shoulder. Pause for a moment at the top, then inhale and slowly lower the dumbbell back to the starting position. Repeat for the desired number of repetitions, then switch arms.",images/1673-hwygydB.jpg,videos/1673-hwygydB.gif,videos/1673-hwygydB.gif,true,false
1293,dumbbell press on exercise ball,exercisedb,1293,chest,chest,shoulders,dumbbell,,"Sit on an exercise ball with your feet flat on the ground and dumbbells in each hand, resting on your thighs. Slowly walk your feet forward, rolling the exercise ball until your lower back is supported on the ball and your knees are at a 90-degree angle. Raise the dumbbells to shoulder height, palms facing forward. Press the dumbbells upward until your arms are fully extended. Pause for a moment at the top, then slowly lower the dumbbells back to the starting position. Repeat for the desired number of repetitions.",images/1293-O8o7q4d.jpg,videos/1293-O8o7q4d.gif,videos/1293-O8o7q4d.gif,true,false
0373,dumbbell pronate-grip triceps extension,exercisedb,0373,upper arms,upper arms,forearms,dumbbell,,"Sit on a bench or chair with your back straight and feet flat on the ground. Hold a dumbbell with both hands, palms facing down, and extend your arms straight up overhead. Keeping your upper arms close to your head and elbows pointing forward, slowly lower the dumbbell behind your head by bending your elbows. Pause for a moment, then extend your arms back up to the starting position. Repeat for the desired number of repetitions.",images/0373-bpJL2Qs.jpg,videos/0373-bpJL2Qs.gif,videos/0373-bpJL2Qs.gif,true,false
0374,dumbbell prone incline curl,exercisedb,0374,upper arms,upper arms,forearms,dumbbell,,"Adjust the bench to a 45-degree incline. Lie face down on the bench with your chest and stomach resting against it. Hold a dumbbell in each hand with your palms facing down and your arms fully extended. Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a brief pause as you squeeze your biceps. Inhale and slowly begin to lower the dumbbells back to the starting position. Repeat for the desired number of repetitions.",images/0374-mwpPcr1.jpg,videos/0374-mwpPcr1.gif,videos/0374-mwpPcr1.gif,true,false
1674,dumbbell prone incline hammer curl,exercisedb,1674,upper arms,upper arms,forearms,dumbbell,,"Adjust the bench to a 45-degree incline. Lie face down on the bench with a dumbbell in each hand, palms facing each other. Allow your arms to hang straight down towards the floor, keeping your elbows slightly bent. Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a brief pause as you squeeze your biceps. Inhale and slowly begin to lower the dumbbells back to the starting position. Repeat for the desired number of repetitions.",images/1674-cWemPG8.jpg,videos/1674-cWemPG8.gif,videos/1674-cWemPG8.gif,true,false
0375,dumbbell pullover,exercisedb,0375,chest,chest,latissimus dorsi,dumbbell,,"Lie flat on a bench with your head at one end and your feet on the floor. Hold a dumbbell with both hands and extend your arms straight above your chest. Keeping a slight bend in your elbows, slowly lower the dumbbell behind your head until you feel a stretch in your chest and shoulders. Pause for a moment, then raise the dumbbell back to the starting position. Repeat for the desired number of repetitions.",images/0375-9XjtHvS.jpg,videos/0375-9XjtHvS.gif,videos/0375-9XjtHvS.gif,true,false
1294,dumbbell pullover hip extension on exercise ball,exercisedb,1294,chest,chest,triceps,dumbbell,,"Sit on an exercise ball with your feet flat on the ground and the dumbbell resting on your thighs. Slowly walk your feet forward, rolling the exercise ball down your back until your head, neck, and upper back are supported on the ball. Hold the dumbbell with both hands and extend your arms straight up over your chest, keeping a slight bend in your elbows. Lower the dumbbell behind your head, keeping your arms straight and maintaining control. Pause for a moment, then raise the dumbbell back to the starting position. While keeping your arms extended, lift your hips off the ground, squeezing your glutes and engaging your core. Lower your hips back down to the starting position. Repeat for the desired number of repetitions.",images/1294-lI7easp.jpg,videos/1294-lI7easp.gif,videos/1294-lI7easp.gif,true,false
1295,dumbbell pullover on exercise ball,exercisedb,1295,chest,chest,triceps,dumbbell,,"Sit on an exercise ball and hold a dumbbell with both hands above your chest, arms extended. Slowly lower the dumbbell behind your head while keeping your arms straight. Pause for a moment, then raise the dumbbell back to the starting position. Repeat for the desired number of repetitions.",images/1295-FSD6PGL.jpg,videos/1295-FSD6PGL.gif,videos/1295-FSD6PGL.gif,true,false
1700,dumbbell push press,exercisedb,1700,shoulders,shoulders,triceps,dumbbell,,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder level. Bend your knees slightly and dip your body down, then explosively extend your legs and press the dumbbells overhead. Lock out your arms at the top of the movement, then lower the dumbbells back to shoulder level. Repeat for the desired number of repetitions.",images/1700-FS63wTN.jpg,videos/1700-FS63wTN.gif,videos/1700-FS63wTN.gif,true,false
0376,dumbbell raise,exercisedb,0376,shoulders,shoulders,traps,dumbbell,,"Stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing your body. Keep your back straight and engage your core. Raise your arms out to the sides until they are parallel to the floor, keeping a slight bend in your elbows. Pause for a moment at the top, then slowly lower your arms back down to the starting position. Repeat for the desired number of repetitions.",images/0376-c9MnDRp.jpg,videos/0376-c9MnDRp.gif,videos/0376-c9MnDRp.gif,true,false
2292,dumbbell rear delt raise,exercisedb,2292,shoulders,shoulders,trapezius,dumbbell,,"Stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing your body. Bend your knees slightly and hinge forward at the hips, keeping your back straight. Raise your arms out to the sides, keeping a slight bend in your elbows, until they are parallel to the floor. Pause for a moment at the top, then slowly lower your arms back down to the starting position. Repeat for the desired number of repetitions.",images/2292-mu5Guxt.jpg,videos/2292-mu5Guxt.gif,videos/2292-mu5Guxt.gif,true,false
0377,dumbbell rear delt row_shoulder,exercisedb,0377,shoulders,shoulders,trapezius,dumbbell,,"Stand with your feet shoulder-width apart and knees slightly bent. Hold a dumbbell in each hand with your palms facing your body. Bend forward at the waist, keeping your back straight and your core engaged. Extend your arms straight down towards the floor, with a slight bend in your elbows. Raise the dumbbells out to the sides, squeezing your shoulder blades together. Pause for a moment at the top, then slowly lower the dumbbells back to the starting position. Repeat for the desired number of repetitions.",images/0377-EKXOMEh.jpg,videos/0377-EKXOMEh.gif,videos/0377-EKXOMEh.gif,true,false
0378,dumbbell rear fly,exercisedb,0378,shoulders,shoulders,trapezius,dumbbell,,"Stand with your feet shoulder-width apart and hold a dumbbell in each hand. Bend your knees slightly and hinge forward at the hips, keeping your back straight. Extend your arms straight down towards the ground, palms facing each other. Keeping a slight bend in your elbows, lift your arms out to the sides and squeeze your shoulder blades together. Pause for a moment at the top, then slowly lower your arms back down to the starting position. Repeat for the desired number of repetitions.",images/0378-8DiFDVA.jpg,videos/0378-8DiFDVA.gif,videos/0378-8DiFDVA.gif,true,false
0380,dumbbell rear lateral raise,exercisedb,0380,shoulders,shoulders,traps,dumbbell,,"Stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing your body. Bend your knees slightly and hinge forward at the hips, keeping your back straight and core engaged. Raise your arms out to the sides, keeping a slight bend in your elbows, until they are parallel to the floor. Pause for a moment at the top, then slowly lower your arms back down to the starting position. Repeat for the desired number of repetitions.",images/0380-v1qBec9.jpg,videos/0380-v1qBec9.gif,videos/0380-v1qBec9.gif,true,false
0379,dumbbell rear lateral raise (support head),exercisedb,0379,shoulders,shoulders,traps,dumbbell,,"Stand with your feet shoulder-width apart and hold a dumbbell in each hand. Bend your knees slightly and hinge forward at the hips, keeping your back straight. Raise your arms out to the sides, keeping a slight bend in your elbows, until they are parallel to the ground. Pause for a moment at the top, then slowly lower your arms back down to the starting position. Repeat for the desired number of repetitions.",images/0379-UzkLrem.jpg,videos/0379-UzkLrem.gif,videos/0379-UzkLrem.gif,true,false
0381,dumbbell rear lunge,exercisedb,0381,upper legs,upper legs,quadriceps,dumbbell,,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand. Take a step backward with your right foot, lowering your body into a lunge position. Bend your left knee and lower your body until your left thigh is parallel to the ground. Pause for a moment, then push through your left heel to return to the starting position. Repeat on the other side, stepping back with your left foot.",images/0381-SSsBDwB.jpg,videos/0381-SSsBDwB.gif,videos/0381-SSsBDwB.gif,true,false
0382,dumbbell revers grip biceps curl,exercisedb,0382,upper arms,upper arms,forearms,dumbbell,,"Stand up straight with a dumbbell in each hand, palms facing down and arms fully extended. Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a brief pause as you squeeze your biceps. Inhale and slowly begin to lower the dumbbells back to the starting position. Repeat for the desired number of repetitions.",images/0382-e4ojVhP.jpg,videos/0382-e4ojVhP.gif,videos/0382-e4ojVhP.gif,true,false
1624,dumbbell reverse bench press,exercisedb,1624,chest,chest,triceps,dumbbell,,"Lie flat on a bench with your feet flat on the ground and your knees bent. Hold a dumbbell in each hand with an overhand grip, palms facing towards your feet. Extend your arms straight up towards the ceiling, keeping a slight bend in your elbows. Slowly lower the dumbbells towards your chest, allowing your elbows to flare out to the sides. Pause for a moment at the bottom, then push the dumbbells back up to the starting position. Repeat for the desired number of repetitions.",images/1624-UIbGx6H.jpg,videos/1624-UIbGx6H.gif,videos/1624-UIbGx6H.gif,true,false
0383,dumbbell reverse fly,exercisedb,0383,shoulders,shoulders,trapezius,dumbbell,,"Stand with your feet shoulder-width apart and hold a dumbbell in each hand. Bend your knees slightly and hinge forward at the hips, keeping your back straight. Extend your arms straight down in front of you, palms facing each other. Keeping a slight bend in your elbows, raise your arms out to the sides until they are parallel to the ground. Pause for a moment at the top, then slowly lower your arms back down to the starting position. Repeat for the desired number of repetitions.",images/0383-EAs3xL9.jpg,videos/0383-EAs3xL9.gif,videos/0383-EAs3xL9.gif,true,false
1330,dumbbell reverse grip incline bench one arm row,exercisedb,1330,back,back,biceps,dumbbell,,"Set up an incline bench at a 45-degree angle. Place a dumbbell on the floor next to the bench. Stand facing the bench with your feet shoulder-width apart. Bend at the waist and place your left knee and left hand on the bench for support. Pick up the dumbbell with your right hand using a reverse grip (palm facing down). Keep your back straight and your core engaged. Pull the dumbbell up towards your chest, keeping your elbow close to your body. Squeeze your back muscles at the top of the movement. Lower the dumbbell back down to the starting position in a controlled manner. Repeat for the desired number of repetitions. Switch sides and repeat the exercise with your left arm.",images/1330-ZIViNh1.jpg,videos/1330-ZIViNh1.gif,videos/1330-ZIViNh1.gif,true,false
1331,dumbbell reverse grip incline bench two arm row,exercisedb,1331,back,back,biceps,dumbbell,,"Set up an incline bench at a 45-degree angle. Sit on the bench with your chest against the backrest and your feet flat on the ground. Hold a dumbbell in each hand with an underhand grip. Lean forward and let your arms hang straight down, fully extended. Pull the dumbbells up towards your chest, squeezing your shoulder blades together. Pause for a moment at the top, then slowly lower the dumbbells back down to the starting position. Repeat for the desired number of repetitions.",images/1331-9pQSkH8.jpg,videos/1331-9pQSkH8.gif,videos/1331-9pQSkH8.gif,true,false
2327,dumbbell reverse grip row (female),exercisedb,2327,back,back,biceps,dumbbell,,"Stand with your feet shoulder-width apart and knees slightly bent. Hold a dumbbell in each hand with an overhand grip, palms facing your body. Bend forward at the waist, keeping your back straight and your core engaged. Let your arms hang straight down, fully extended, with a slight bend in your elbows. Pull the dumbbells up towards your chest, squeezing your shoulder blades together. Pause for a moment at the top, then slowly lower the dumbbells back down to the starting position. Repeat for the desired number of repetitions.",images/2327-Nh3mvOO.jpg,videos/2327-Nh3mvOO.gif,videos/2327-Nh3mvOO.gif,true,false
0384,dumbbell reverse preacher curl,exercisedb,0384,upper arms,upper arms,forearms,dumbbell,,"Sit on a preacher bench with your upper arms resting on the pad and your chest against the support. Hold a dumbbell in each hand with an underhand grip, palms facing up. Keeping your upper arms stationary, exhale and curl the dumbbells as you contract your biceps. Continue to curl the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a brief pause as you squeeze your biceps. Inhale and slowly lower the dumbbells back to the starting position. Repeat for the desired number of repetitions.",images/0384-O8Aq69u.jpg,videos/0384-O8Aq69u.gif,videos/0384-O8Aq69u.gif,true,false
1675,dumbbell reverse spider curl,exercisedb,1675,upper arms,upper arms,forearms,dumbbell,,"Stand up straight with a dumbbell in each hand, palms facing your body and arms fully extended. Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a brief pause as you squeeze your biceps. Inhale and slowly begin to lower the dumbbells back to the starting position. Repeat for the desired number of repetitions.",images/1675-6sMAmNv.jpg,videos/1675-6sMAmNv.gif,videos/1675-6sMAmNv.gif,true,false
0385,dumbbell reverse wrist curl,exercisedb,0385,lower arms,lower arms,biceps,dumbbell,,"Sit on a bench or chair with your feet flat on the ground. Hold a dumbbell in each hand with an overhand grip, palms facing down. Rest your forearms on your thighs, allowing your wrists to hang off the edge. Slowly curl your wrists upward, bringing the dumbbells towards your body. Pause for a moment at the top, then slowly lower the dumbbells back down to the starting position. Repeat for the desired number of repetitions.",images/0385-BLCvwr2.jpg,videos/0385-BLCvwr2.gif,videos/0385-BLCvwr2.gif,true,false
1459,dumbbell romanian deadlift,exercisedb,1459,upper legs,upper legs,hamstrings,dumbbell,,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand with an overhand grip. Keeping your back straight and your core engaged, hinge at the hips and lower the dumbbells towards the ground, allowing your knees to bend slightly. Lower the dumbbells until you feel a stretch in your hamstrings, then push through your heels and engage your glutes to return to the starting position. Repeat for the desired number of repetitions.",images/1459-rR0LJzx.jpg,videos/1459-rR0LJzx.gif,videos/1459-rR0LJzx.gif,true,false
0386,dumbbell rotation reverse fly,exercisedb,0386,shoulders,shoulders,trapezius,dumbbell,,"Stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing inwards. Bend your knees slightly and hinge forward at the hips, keeping your back straight and chest up. Raise your arms out to the sides, keeping a slight bend in your elbows, until they are parallel to the floor. Rotate your arms so that your palms are facing downwards. Slowly lower your arms back to the starting position. Repeat for the desired number of repetitions.",images/0386-prbWx1D.jpg,videos/0386-prbWx1D.gif,videos/0386-prbWx1D.gif,true,false
2397,dumbbell scott press,exercisedb,2397,shoulders,shoulders,triceps,dumbbell,,"Sit on a bench with a dumbbell in each hand, palms facing forward. Raise the dumbbells to shoulder height, with your elbows bent and palms facing forward. Press the dumbbells upward until your arms are fully extended. Pause for a moment at the top, then slowly lower the dumbbells back to the starting position. Repeat for the desired number of repetitions.",images/2397-5vfAI0I.jpg,videos/2397-5vfAI0I.gif,videos/2397-5vfAI0I.gif,true,false
0387,dumbbell seated alternate front raise,exercisedb,0387,shoulders,shoulders,trapezius,dumbbell,,"Sit on a bench with your back straight and feet flat on the ground. Hold a dumbbell in each hand with your palms facing your body and arms extended down by your sides. Keeping your arms straight, raise one dumbbell in front of you until it is parallel to the ground. Pause for a moment at the top, then slowly lower the dumbbell back down to the starting position. Repeat with the other arm. Alternate between arms for the desired number of repetitions.",images/0387-gH5fRsC.jpg,videos/0387-gH5fRsC.gif,videos/0387-gH5fRsC.gif,true,false
1676,dumbbell seated alternate hammer curl on exercise ball,exercisedb,1676,upper arms,upper arms,forearms,dumbbell,,"Sit on an exercise ball with your feet flat on the ground and your back straight. Hold a dumbbell in each hand with your palms facing your body and your arms fully extended. Keeping your upper arms stationary, exhale and curl one dumbbell up towards your shoulder while keeping your palm facing your body. Continue to raise the dumbbell until your biceps are fully contracted and the dumbbell is at shoulder level. Hold the contracted position for a brief pause as you squeeze your biceps. Inhale and slowly lower the dumbbell back to the starting position. Repeat the movement with the opposite arm. Continue alternating arms for the desired number of repetitions.",images/1676-QLRmNeT.jpg,videos/1676-QLRmNeT.gif,videos/1676-QLRmNeT.gif,true,false
0388,dumbbell seated alternate press,exercisedb,0388,shoulders,shoulders,triceps,dumbbell,,"Sit on a bench with a dumbbell in each hand, palms facing forward. Raise the dumbbells to shoulder height, with your elbows bent and palms facing forward. Press one dumbbell up overhead, fully extending your arm. Lower the dumbbell back down to shoulder height. Repeat with the other arm. Continue alternating arms for the desired number of repetitions.",images/0388-QT5Q0nK.jpg,videos/0388-QT5Q0nK.gif,videos/0388-QT5Q0nK.gif,true,false
3546,dumbbell seated alternate shoulder,exercisedb,3546,shoulders,shoulders,triceps,dumbbell,,"Sit on a bench with your back straight and feet flat on the ground. Hold a dumbbell in each hand, palms facing inwards, and raise them to shoulder height. Press one dumbbell up overhead while keeping the other dumbbell at shoulder height. Lower the raised dumbbell back to shoulder height while simultaneously pressing the other dumbbell up overhead. Continue alternating between arms for the desired number of repetitions.",images/3546-q7qkONO.jpg,videos/3546-q7qkONO.gif,videos/3546-q7qkONO.gif,true,false
0389,dumbbell seated bench extension,exercisedb,0389,upper arms,upper arms,shoulders,dumbbell,,"Sit on a bench with your back straight and feet flat on the ground. Hold a dumbbell with both hands and extend your arms straight up above your head. Slowly lower the dumbbell behind your head, keeping your elbows close to your ears. Pause for a moment, then raise the dumbbell back up to the starting position. Repeat for the desired number of repetitions.",images/0389-JhYSVwT.jpg,videos/0389-JhYSVwT.gif,videos/0389-JhYSVwT.gif,true,false
2317,dumbbell seated bent arm lateral raise,exercisedb,2317,shoulders,shoulders,trapezius,dumbbell,,"Sit on a bench with your back straight and feet flat on the ground. Hold a dumbbell in each hand with your palms facing your body and your arms bent at a 90-degree angle. Keeping your elbows bent, raise your arms out to the sides until they are parallel to the ground. Pause for a moment at the top, then slowly lower your arms back down to the starting position. Repeat for the desired number of repetitions.",images/2317-JzQbv7J.jpg,videos/2317-JzQbv7J.gif,videos/2317-JzQbv7J.gif,true,false
1730,dumbbell seated bent over alternate kickback,exercisedb,1730,upper arms,upper arms,shoulders,dumbbell,,"Sit on a bench with a dumbbell in each hand, palms facing inwards. Bend forward at the waist, keeping your back straight and parallel to the ground. Extend one arm straight back, keeping it close to your body, until your arm is fully extended. Pause for a moment, then slowly lower the dumbbell back to the starting position. Repeat with the other arm. Continue alternating arms for the desired number of repetitions.",images/1730-x0lwvfq.jpg,videos/1730-x0lwvfq.gif,videos/1730-x0lwvfq.gif,true,false
1737,dumbbell seated bent over triceps extension,exercisedb,1737,upper arms,upper arms,shoulders,dumbbell,,"Sit on a bench with your feet flat on the ground and hold a dumbbell in each hand. Bend forward at the waist, keeping your back straight and your head up. Extend your arms straight back, keeping your elbows close to your head. Pause for a moment, then slowly lower the dumbbells back to the starting position. Repeat for the desired number of repetitions.",images/1737-4ievMJ9.jpg,videos/1737-4ievMJ9.gif,videos/1737-4ievMJ9.gif,true,false
1677,dumbbell seated bicep curl,exercisedb,1677,upper arms,upper arms,forearms,dumbbell,,"Sit on a bench with your feet flat on the ground and hold a dumbbell in each hand, palms facing up. Keep your back straight and your elbows close to your torso. Exhale and curl the dumbbells up towards your shoulders, contracting your biceps. Pause for a moment at the top, then inhale and slowly lower the dumbbells back down to the starting position. Repeat for the desired number of repetitions.",images/1677-xiA6lRr.jpg,videos/1677-xiA6lRr.gif,videos/1677-xiA6lRr.gif,true,false
0390,dumbbell seated biceps curl (on stability ball),exercisedb,0390,upper arms,upper arms,forearms,dumbbell,,"Sit on a stability ball with your feet flat on the ground and your back straight. Hold a dumbbell in each hand with your palms facing forward and your arms fully extended. Keeping your upper arms stationary, exhale and curl the dumbbells while contracting your biceps. Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a brief pause as you squeeze your biceps. Inhale and slowly begin to lower the dumbbells back to the starting position. Repeat for the desired number of repetitions.",images/0390-WgJnBH5.jpg,videos/0390-WgJnBH5.gif,videos/0390-WgJnBH5.gif,true,false
3547,dumbbell seated biceps curl to shoulder press,exercisedb,3547,upper arms,upper arms,shoulders,dumbbell,,"Sit on a bench with your back straight and feet flat on the ground. Hold a dumbbell in each hand with your palms facing forward and arms fully extended. Keeping your elbows close to your sides, curl the dumbbells up towards your shoulders. Once your forearms are vertical, rotate your wrists so that your palms are facing forward. Press the dumbbells overhead until your arms are fully extended. Lower the dumbbells back down to the starting position by reversing the movement. Repeat for the desired number of repetitions.",images/3547-OeL23VY.jpg,videos/3547-OeL23VY.gif,videos/3547-OeL23VY.gif,true,false
1379,dumbbell seated calf raise,exercisedb,1379,lower legs,lower legs,hamstrings,dumbbell,,"Sit on a bench or chair with your feet flat on the ground and a dumbbell resting on your thighs. Place the balls of your feet on a raised surface such as a step or block, with your heels hanging off the edge. Hold onto the dumbbell for stability. Raise your heels as high as possible, lifting your body weight onto the balls of your feet. Pause for a moment at the top, then slowly lower your heels back down to the starting position. Repeat for the desired number of repetitions.",images/1379-r29jP7S.jpg,videos/1379-r29jP7S.gif,videos/1379-r29jP7S.gif,true,false
